2023-10-24 13:03:39.528 INFO  com.wjy.ebook.aspect.LogAspect                    :82   [32m                  [0;39m 返回结果: {"content":[{"cover":"/image/cover1.jpg","description":"零基础如门 Java 开发 ，企业级应用开发程序","id":1,"name":"Spring Boot 入门教程"},{"cover":"/image/cover2.jpg","description":"零基础如门 vue 开发 ，企业级应用开发程序","id":2,"name":"vue 入门教程"},{"cover":"/image/cover3.jpg","description":"零基础如门 python 开发 ，企业级应用开发程序","id":3,"name":"python 入门教程"},{"cover":"/image/cover4.jpg","description":"零基础如门 mysql 开发 ，企业级应用开发程序","id":4,"name":"mysql 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":5,"name":"oracle 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":6,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":7,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":8,"name":"oracle 入门教程"}],"success":true}
2023-10-24 13:03:39.529 INFO  com.wjy.ebook.aspect.LogAspect                    :83   [32m                  [0;39m ------------- 结束 耗时：5 ms -------------
2023-10-24 13:07:09.964 INFO  com.wjy.ebook.aspect.LogAspect                    :46   [32m                  [0;39m ------------- 开始 -------------
2023-10-24 13:07:09.965 INFO  com.wjy.ebook.aspect.LogAspect                    :47   [32m                  [0;39m 请求地址: http://127.0.0.1:8081/ebook/list GET
2023-10-24 13:07:09.965 INFO  com.wjy.ebook.aspect.LogAspect                    :48   [32m                  [0;39m 类名方法: com.wjy.ebook.controller.EbookController.list
2023-10-24 13:07:09.966 INFO  com.wjy.ebook.aspect.LogAspect                    :49   [32m                  [0;39m 远程地址: 127.0.0.1
2023-10-24 13:07:09.966 INFO  com.wjy.ebook.aspect.LogAspect                    :70   [32m                  [0;39m 请求参数: [{}]
2023-10-24 13:07:09.967 INFO  com.wjy.ebook.aspect.LogAspect                    :82   [32m                  [0;39m 返回结果: {"content":[{"cover":"/image/cover1.jpg","description":"零基础如门 Java 开发 ，企业级应用开发程序","id":1,"name":"Spring Boot 入门教程"},{"cover":"/image/cover2.jpg","description":"零基础如门 vue 开发 ，企业级应用开发程序","id":2,"name":"vue 入门教程"},{"cover":"/image/cover3.jpg","description":"零基础如门 python 开发 ，企业级应用开发程序","id":3,"name":"python 入门教程"},{"cover":"/image/cover4.jpg","description":"零基础如门 mysql 开发 ，企业级应用开发程序","id":4,"name":"mysql 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":5,"name":"oracle 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":6,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":7,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":8,"name":"oracle 入门教程"}],"success":true}
2023-10-24 13:07:09.967 INFO  com.wjy.ebook.aspect.LogAspect                    :83   [32m                  [0;39m ------------- 结束 耗时：3 ms -------------
2023-10-24 13:14:08.651 INFO  com.wjy.ebook.aspect.LogAspect                    :46   [32m                  [0;39m ------------- 开始 -------------
2023-10-24 13:14:08.651 INFO  com.wjy.ebook.aspect.LogAspect                    :47   [32m                  [0;39m 请求地址: http://127.0.0.1:8081/ebook/list GET
2023-10-24 13:14:08.651 INFO  com.wjy.ebook.aspect.LogAspect                    :48   [32m                  [0;39m 类名方法: com.wjy.ebook.controller.EbookController.list
2023-10-24 13:14:08.651 INFO  com.wjy.ebook.aspect.LogAspect                    :49   [32m                  [0;39m 远程地址: 127.0.0.1
2023-10-24 13:14:08.652 INFO  com.wjy.ebook.aspect.LogAspect                    :70   [32m                  [0;39m 请求参数: [{}]
2023-10-24 13:14:08.655 INFO  com.wjy.ebook.aspect.LogAspect                    :82   [32m                  [0;39m 返回结果: {"content":[{"cover":"/image/cover1.jpg","description":"零基础如门 Java 开发 ，企业级应用开发程序","id":1,"name":"Spring Boot 入门教程"},{"cover":"/image/cover2.jpg","description":"零基础如门 vue 开发 ，企业级应用开发程序","id":2,"name":"vue 入门教程"},{"cover":"/image/cover3.jpg","description":"零基础如门 python 开发 ，企业级应用开发程序","id":3,"name":"python 入门教程"},{"cover":"/image/cover4.jpg","description":"零基础如门 mysql 开发 ，企业级应用开发程序","id":4,"name":"mysql 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":5,"name":"oracle 入门教程"},{"cover":"/image/cover5.jpg","description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":6,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":7,"name":"oracle 入门教程"},{"description":"零基础如门 oracle 开发 ，企业级应用开发程序","id":8,"name":"oracle 入门教程"}],"success":true}
2023-10-24 13:14:08.656 INFO  com.wjy.ebook.aspect.LogAspect                    :83   [32m                  [0;39m ------------- 结束 耗时：5 ms -------------
2023-10-24 13:58:21.577 INFO  com.zaxxer.hikari.HikariDataSource                :350  [32m                  [0;39m HikariPool-1 - Shutdown initiated...
2023-10-24 13:58:21.580 INFO  com.zaxxer.hikari.HikariDataSource                :352  [32m                  [0;39m HikariPool-1 - Shutdown completed.
